word1,word2,word3,word4,category,difficulty
TRIDENT,ORBIT,EXTRA,ICE BREAKERS,GUM BRANDS,hard
CINNAMON,MENTHOL,WINTERGREEN,BUBBLEGUM,GUM FLAVORS,easy
CURL,PLANK,PRESS,LUNGE,GYM EXERCISES,hard
BARS,VAULT,BEAM,RINGS,GYMNASTICS APPARATUS,easy
RINGS,FLOOR,HORSE,VAULT,GYMNASTICS APPARATUS,hard
ROUNDOFF,AERIAL,ARABESQUE,SPLIT,GYMNASTICS MOVES,easy
TUCK,SPLIT,STRADDLE,PIKE,GYMNASTICS POSITIONS,medium
GRAPEFRUIT,MARBLE,PEA,BASEBALL,HAIL SIZE COMPARISONS,hard
GEL,WAX,SPRAY,MOUSSE,HAIR PRODUCTS,easy
DRYER,CHAIR,MIRROR,SINK,HAIR SALON FIXTURES,hard
CUT,TRIM,COLOR,BLOWOUT,HAIR SALON OFFERINGS,easy
DRYER,IRON,COMB,BRUSH,HAIR TOOLS,medium
BUZZ,PIXIE,BOWL,CREW,"HAIRCUTS, WITH “CUT”",easy
SHAG,BOB,CROP,FADE,HAIRSTYLES,hard
BOB,SHAG,PIXIE,CROP,HAIRSTYLES,medium
TOMBSTONE,PUMPKIN,BAT,COBWEB,HALLOWEEN DECORATIONS,easy
DECORATIONS,PUMPKIN,CANDY,COSTUME,HALLOWEEN PURCHASES,easy
SPIDER,BAT,PUMPKIN,WITCH,HALLOWEEN SYMBOLS,easy
STAUNCH,STEM,CHECK,CURB,HALT,hard
DIGIT,PIGGY,MITT,DOG,HAND- AND FOOT-RELATED SLANG,very_hard
SETTLE,PAY,TAKE CARE OF,FOOT,"HANDLE, AS A BILL",medium
EMPEROR,DUCKLING,PRINCESS,MERMAID,HANS CHRISTIAN ANDERSON FIGURES,medium
KISS,COUNTDOWN,BALL,FIREWORKS,HAPPY NEW YEAR!,very_hard
RETURNS,DAYS,MEDIUM,MEAL,HAPPY ___,very_hard
HOUR,CAMPER,TRAILS,ENDING,HAPPY ___,very_hard
SOCK,LICK,STRIKE,BLOW,HARD HIT,medium
LIGHT,FAINT,PALE,DIM,HARD TO MAKE OUT,medium
CANDY,COPY,KNOCKS,SELTZER,HARD ___,very_hard
QUIET,SLOW,SLEEPY,CALM,HARDLY BUSTLING,easy
NAIL,RIVET,SCREW,BOLT,HARDWARE FASTENERS,medium
BERET,FEZ,FEDORA,BOWLER,HATS,easy
INTEND,AIM,PLAN,MEAN,HAVE IN MIND,medium
SUCCESSION,ENTOURAGE,INSECURE,EUPHORIA,HBO SHOWS,hard
STATE,LETTUCE,STEAM,HAIR,HEAD OF ___,very_hard
RUMBLING,SPECULATION,WHISPERS,TALK,HEARSAY,easy
SWEET,TENDER,MOVING,TOUCHING,HEARTWARMING,easy
OVEN,FORGE,KILN,FURNACE,HEAT SOURCES,medium
REGARD,MIND,FOLLOW,OBSERVE,"HEED, AS RULES",medium
DNA,SPRING,CORKSCREW,FUSILLI,HELICAL THINGS,very_hard
DIRECT,GUIDE,LEAD,STEER,HELM,medium
PLAN,HOST,THROW,CATER,HELP PUT ON A PARTY,hard
KINDNESS,FAVOR,SOLID,SERVICE,HELPFUL DEED,hard
COAT,CREST,SHIELD,ARMS,HERALDRY TERMS,hard
MACE,SAGE,DILL,ANISE,HERBS AND SPICES,easy
BOND,WICK,OCEAN,JONES,HEROES OF ACTION MOVIE FRANCHISES,hard
BASS,DOES,DOVE,BASS,HETERONYMS,hard
WIND,COORDINATE,AXES,DESERT,HETERONYMS,hard
BUG,TAP,MIKE,WIRE,HIDDEN LISTENING DEVICES,medium
BLOCK,SHIELD,COVER,SCREEN,HIDE FROM VIEW,medium
PEAK,CREST,SUMMIT,VERTEX,HIGHEST POINT,easy
EXPERT,HOTSHOT,ACE,CRACKERJACK,HIGHLY SKILLED,easy
INHIBIT,CURB,HAMPER,CHECK,HINDER,medium
SLAM,BANG,POUND,HAMMER,HIT HARD,easy
ONE WEEK,TOO CLOSE,CLOSING TIME,IRIS,HIT SONGS OF 1998,hard
ROOF,JACKPOT,ROAD,HAY,HIT THE ___,very_hard
REBECCA,ROPE,NOTORIOUS,BIRDS,HITCHCOCK MOVIES,medium
TREASURE,VALUE,ESTEEM,PRIZE,HOLD DEAR,medium
PIPE,HOSE,STRAW,TUBE,HOLLOW CYLINDERS,medium
BUY,YEW,BYE,TUE,HOMOPHONES,easy
EWE,YOU,BI,TOO,HOMOPHONES,easy
TWO,TO,U,BY,HOMOPHONES,easy
HOLI,WHOLLY,HOLY,HOLEY,HOMOPHONES,hard
NEW,WEE,NU,U,HOMOPHONES,very_hard
YEW,WII,KNEW,OUI,HOMOPHONES,very_hard
PEEK,GNU,PEAK,EWE,HOMOPHONES,very_hard
PIQUE,WE,YOU,PEKE,HOMOPHONES,very_hard
STRAIGHT,SEE,CREAK,BAE,HOMOPHONES OF BODIES OF WATER,very_hard
NAVAL,I,HARE,MUSSEL,HOMOPHONES OF BODY FEATURES,very_hard
SEW,FORE,BUTT,OAR,HOMOPHONES OF COORDINATING CONJUNCTIONS,very_hard
QUARTS,CHORAL,OPEL,PURL,HOMOPHONES OF GEMSTONES,very_hard
EAVE,ABLE,NOAA,CANE,HOMOPHONES OF GENESIS FIGURES,very_hard
PIE,ROW,MOO,NEW,HOMOPHONES OF GREEK LETTERS,hard
WRAP,INDY,METTLE,SEOUL,HOMOPHONES OF MUSIC GENRES,very_hard
GREECE,KATZ,HARE,MAIM,HOMOPHONES OF MUSICALS,very_hard
BAWL,SOUL,TOW,HEAL,HOMOPHONES OF PARTS OF THE FOOT,very_hard
DOE,LUTE,BRED,CACHE,HOMOPHONES OF SLANG FOR MONEY,very_hard
PEDAL,TRAYED,HOCK,CELL,"HOMOPHONES OF SYNONYMS FOR ""VEND""",very_hard
FOWL,VIAL,OFFAL,MIEN,HOMOPHONES OF SYNONYMS FOR “DESPICABLE”,very_hard
STEEL,KNICK,RABE,LUTE,HOMOPHONES OF SYNONYMS FOR “NAB”,very_hard
OM,JEWEL,CARROT,HURTS,HOMOPHONES OF UNITS OF MEASURE,very_hard
CIVIC,PASSPORT,PILOT,ACCORD,HONDAS,hard
STEAMING,LIVID,FUMING,BOILING,HOPPING MAD,easy
CARPENTER,ASTER,CRAVEN,WAN,HORROR DIRECTORS,hard
PURGE,SAW,RING,SCREAM,HORROR FRANCHISES,easy
🪚,😱,👽,🧛,HORROR MOVIES,hard
PEARL,NOPE,SCREAM,SMILE,HORROR MOVIES FROM 2022,hard
BIRDS,RING,FOG,OMEN,"HORROR MOVIES, WITH “THE”",hard
EXORCIST,SHINING,BIRDS,HAUNTING,"HORROR MOVIES, WITH “THE”",medium
RADISH,PLAY,POWER,SHOE,HORSE___,very_hard
FLY,SHOE,FEATHERS,POWER,HORSE___,very_hard
TEA,COCOA,COFFEE,CHAI,HOT DRINKS,easy
JET,HEATER,PUMP,FILTER,HOT TUB COMPONENTS,very_hard
POTATO,WATER BOTTLE,ROD,DOG,HOT ___,very_hard
PARKING,BREAKFAST,WI-FI,POOL,HOTEL AMENITIES,hard
BABE,FOX,TEN,SNACK,HOTTIE,hard
COTTAGE,RANCH,PRAIRIE,CRAFTSMAN,HOUSE STYLES,very_hard
RATE,SPEED,CLIP,PACE,HOW FAST SOMETHING IS GOING,easy
HENRY,JENNIFER,KATE,ROCK,HUDSONS,hard
SLING,PITCH,CHUCK,PELT,HURL,easy
STING,SMART,ACHE,BURN,HURT,easy
MUM,PRIVATE,SECRET,QUIET,HUSH-HUSH,easy
YOU,LUCY,ROCK 'N ROLL,NEW YORK,I LOVE ___,very_hard
CONE,SHAKE,CUP,SPLIT,ICE CREAM PARLOR ORDERS,medium
FLOAT,SPLIT,SUNDAE,SUNDAE,ICE CREAM TREATS,easy
FLOAT,SHAKE,SPLIT,SHAKE,ICE CREAM TREATS,easy
CUBE,CREAM,MACHINE,STORM,ICE ___,very_hard
POLO PLAYER,LAUREL,CROCODILE,SWOOSH,ICON EMBROIDERED ON A POLO SHIRT,hard
FLACK,FRANKLIN,KNIGHT,BAKER,ICONIC SOUL SINGERS,hard
SPEECH BUBBLE,MUSIC NOTES,ENVELOPE,COMPASS,ICONS ON AN IPHONE,very_hard
LIGHT,BURN,TORCH,KINDLE,IGNITE,easy
SORT,VARIETY,KIND,TYPE,ILK,hard
TYPE,KIND,SORT,LIKE,ILK,medium
BOWLER,APPLE,CLOUD,PIPE,IMAGERY IN MAGRITTE PAINTINGS,very_hard
GUZZLE,POUND DOWN,SWILL,KNOCK BACK,IMBIBE,medium
MIME,MIRROR,APE,PARROT,IMITATE,very_hard
FAKE,DUPE,DUMMY,COPY,IMITATION,medium
INSPIRE,SPUR,MOTIVATE,DRIVE,IMPEL,medium
BUSHEL,PECK,STONE,TON,IMPERIAL UNITS,medium
MAJOR,KEY,PRINCIPAL,CRITICAL,IMPORTANT,easy
FINE,ASSESS,LEVY,CHARGE,"IMPOSE, AS A PENALTY",easy
LEVY,CHARGE,ASSESS,FINE,"IMPOSE, AS A PENALTY",hard
QUACK,CHARLATAN,SHAM,FRAUD,IMPOSTOR,easy
STIRRING,CHRISTMAS,MOUSE,HOUSE,"IN ""A VISIT FROM ST. NICHOLAS""",medium
TESTY,SURLY,CROSS,SHORT,IN A BAD MOOD,easy
CURRENT,HAPPENING,FRESH,CHIC,IN FASHION,easy
ORIGINAL,UNUSED,MINT,NEW,IN PRISTINE CONDITION,easy
AWARE,SAVVY,WISE,HIP,IN THE KNOW,medium
ROMEO,TANGO,ALFA,BRAVO,IN THE NATO ALPHABET,hard
UNIFORM,ECHO,KILO,VICTOR,IN THE NATO ALPHABET,very_hard
GOLF,DELTA,BRAVO,LIMA,IN THE NATO PHONETIC ALPHABET,medium
ONLY,SIMPLY,JUST,MERELY,IN THE SLIGHTEST,medium
MIGHT,WISH,MAY,TONIGHT,"IN “STAR LIGHT, STAR BRIGHT”",very_hard
INITIAL,FIRST,PREMIER,MAIDEN,INAUGURAL,medium
EPISODE,AFFAIR,MATTER,EVENT,INCIDENT,medium
AND,PLUS,ALSO,WITH,INCLUDING,medium
MOUNT,SWELL,GROW,BUILD,INCREASE,easy
BALLOON,MOUNT,MUSHROOM,WAX,INCREASE,medium
WAX,MOUNT,SWELL,GROW,"INCREASE, IN A WAY",medium
HIKE,CRANK,RAISE,JACK,"INCREASE, WITH ""UP""",medium
FLEW,ROSE,THRUST,SHOT,"INCREASED, WITH “UP”",medium
COARSE,BLUE,BAWDY,RISQUE,INDECENT,hard
MEAN,SPELL,SUGGEST,SIGNIFY,INDICATE,medium
NOD,PROMPT,SIGNAL,CUE,INDICATION,easy
SIGN,HINT,FLAG,SIGN,INDICATION,medium
TRACE,TELL,EVIDENCE,GIVEAWAY,INDICATION,medium
WARNING,SIGN,MESSAGE,OMEN,INDICATION OF THINGS TO COME,easy
WORD,CUE,PROMPT,SIGNAL,INDICATION TO PROCEED,hard
BEING,EGO,SELF,CHARACTER,INDIVIDUALITY,medium
BELL,DIESEL,SINGER,WATT,INDUSTRIAL REVOLUTION INVENTORS,very_hard
JUICE,PULL,SWAY,WEIGHT,INFLUENCE,easy
SWAY,SWAY,WEIGHT,PULL,INFLUENCE,medium
CLOUT,WEIGHT,CLOUT,PULL,INFLUENCE,medium
PLAYER,BIO,STAT,TEAM,INFO ON A BASEBALL CARD,easy
MEDIUM,YEAR,ARTIST,TITLE,INFO ON A MUSEUM PLACARD,hard
IRON,PROTEIN,SODIUM,FAT,INFO ON A NUTRITION LABEL,easy
LABEL,ARTIST,ALBUM,TRACK,INFO ON A RECORD,hard
LEAK,RAT,CANARY,SOURCE,INFORMANT,easy
INTEL,DATA,NEWS,INFO,INFORMATION,medium
DIAGRAM,MAP,GRAPH,CHART,INFORMATION DISPLAYS,easy
ORANGE,BITTERS,SUGAR,RYE,INGREDIENTS IN AN OLD FASHIONED,hard
SUGAR,BOBA,TEA,MILK,INGREDIENTS IN BUBBLE TEA,hard
EGGS,FLOUR,BUTTER,SUGAR,INGREDIENTS IN CLASSIC POUND CAKE,easy
STOCK,BEANS,VEGETABLES,PASTA,INGREDIENTS IN MINESTRONE,hard
PUFF,PULL,DRAG,DRAW,INHALATION,medium
SOUL,HEART,ESSENCE,SPIRIT,INHERENT NATURE,easy
BEATLE,FLEE,NAT,AUNT,INSECT HOMOPHONES,very_hard
ANT,BEETLE,TERMITE,MANTIS,INSECTS,very_hard
RACKS,BAG,TILES,BOARD,INSIDE A SCRABBLE BOX,very_hard
SCOOP,WORD,SKINNY,DOPE,INSIDE INFO,medium
SKINNY,DIRT,SCOOP,DISH,INSIDE INFO,very_hard
ORIGINAL,FRESH,NOVEL,CREATIVE,INSPIRED,easy
OUTLET,SCONCE,BASEBOARD,SWITCH,INSTALLED ON A WALL,medium
COACH,GUIDE,TRAIN,DIRECT,INSTRUCT,easy
SYMBOL,LIAR,LOOT,BASE,INSTRUMENT HOMOPHONES,very_hard
RECORDER,JUG,WHISTLE,PIPE,INSTRUMENTS YOU BLOW INTO,hard
LOW,SHORT,WANTING,SHY,INSUFFICIENT,very_hard
ZING,KNOCK,SLIGHT,BURN,INSULT,easy
BARB,DISS,DIG,JAB,INSULT,medium
JAB,SLIGHT,DIG,BURN,INSULT,medium
AIR,VIBE,HALO,AURA,INTANGIBLE QUALITY,easy
SLEEPER,ASSET,MOLE,AGENT,INTELLIGENCE OPERATIVE,easy
BRIGHT,QUICK,SHARP,CLEVER,INTELLIGENT,easy
QUICK,SMART,SHARP,BRIGHT,INTELLIGENT,medium
WOW,MAN,BOY,GOODNESS,INTERJECTIONS,easy
PROBE,EXAMINE,QUESTION,GRILL,INTERROGATE,medium
SPELL,STRETCH,WHILE,PERIOD,INTERVAL OF TIME,hard
PRIVATE,SECRET,PERSONAL,INNER,INTIMATE AND UNDISCLOSED,medium
RATTLE,DAUNT,BULLY,COW,INTIMIDATE,hard
WILLING,GAME,EAGER,DOWN,INTO IT,easy
PLUCK,PLUCK,NERVE,GRIT,INTREPIDITY,easy
GRIT,RESOLVE,HEART,FORTITUDE,INTREPIDITY,easy
DESIRE,DRIVE,RESOLVE,WILL,INTRINSIC MOTIVATORS,easy
OUTPOURING,TIDAL WAVE,TORRENT,AVALANCHE,INUNDATION,easy
AD-LIB,MAKE UP,IMPROV,FREESTYLE,INVENT AS YOU GO,easy
HOLD,TRADE,SHORT,HEDGE,INVESTMENT VERBS,hard
BOND,STOCK,OPTION,CD,INVESTMENTS,easy
SINK,TOOTHBRUSH,DRILL,X-RAY,INVOLVED IN A DENTIST VISIT,hard
CLOCK,MAIL,MAPS,NOTES,IPHONE APPS,medium
EXCLAMATION POINTS,THUMBS UP,HEART,QUESTION MARK,IPHONE MESSAGE TAPBACK RESPONSES,hard
ROSE,WILL,MAY,DREW,IRREGULAR VERBS,hard
BUG,STEAM,NETTLE,RUFFLE,IRRITATE,medium
JAPAN,MALTA,CUBA,PALAU,ISLAND COUNTRIES,hard
PARMESAN,VENETIAN,NEAPOLITAN,BOLOGNESE,ITALIAN DEMONYMS,hard
RECORD,COIN,STAMP,COMIC,ITEM IN A COLLECTION,hard
SOCK,EARBUD,SKI,BOOKEND,ITEM SOLD IN PAIRS,hard
SHEET,TOWEL,PILLOWCASE,WASHCLOTH,ITEMS IN A LINEN CLOSET,easy
HOTEL,TOKEN,HOUSE,DEED,ITEMS IN A MONOPOLY BOX,hard
THREAD,BUTTON,SCISSORS,NEEDLE,ITEMS IN A SEWING KIT,easy
KEY RING,FIGURINE,POSTCARD,MAGNET,ITEMS IN A SOUVENIR SHOP,medium
DOMINO,MARBLE,JACK,STICK,ITEMS IN CLASSIC KIDS’ GAMES,very_hard
POT,RABBIT,ASS,KNIFE,JACK ___,very_hard
FROST,BLACK,SPARROW,MA,JACKS,hard
MONK,PARKER,HOLIDAY,HANCOCK,JAZZ LEGENDS,very_hard
PENDANT,BROOCH,BANGLE,ANKLET,JEWELRY,very_hard
SIGNS,HER,GLADIATOR,JOKER,JOAQUIN PHOENIX MOVIES,hard
LEGEND,CANDY,MAJOR,CARPENTER,JOHNS,very_hard
BOND,COMBINE,WED,FUSE,JOIN,medium
HIP,WRIST,SHOULDER,KNEE,JOINTS,hard
RAZZ,TEASE,RIB,KID,JOKE AROUND WITH,easy
LEAP,SPRING,BOUND,VAULT,JUMP INTO THE AIR,very_hard
CRICKET,FROG,HARE,KANGAROO,JUMPING ANIMALS,easy
METAMORPHOSIS,CASTLE,JUDGMENT,TRIAL,"KAFKA WORKS, WITH ""THE""",hard
SILO,CLOISTER,SEPARATE,SECLUDE,KEEP APART,medium
INSIST,LINGER,HARP,DWELL,"KEEP GOING ON ABOUT, WITH “ON”",hard
CLAP,BOB,SNAP,TAP,KEEP RHYTHM WITH MUSIC,hard
FOLLOW,TRACK,WATCH,MONITOR,KEEP TABS ON,easy
RECIPE,TICKET,SECRET,FORMULA,"KEY TO SUCCESS, SO TO SPEAK",very_hard
TAB,OPTION,RETURN,SHIFT,KEYBOARD KEYS,hard
PASTE,QUIT,PRINT,SAVE,KEYBOARD SHORTCUT COMMANDS,easy
CHAMP,TIGER,SPORT,BUDDY,KIDDO,easy
METHOD,CHARACTER,STAGE,FILM,KINDS OF ACTORS,hard
PHARAOH,FIRE,CARPENTER,ARMY,KINDS OF ANTS,hard
EGG,EVERYTHING,POPPY,PLAIN,KINDS OF BAGELS,medium
KIDNEY,NAVY,MUNG,PINTO,KINDS OF BEANS,easy
SUN,BROWN,POLAR,BLACK,KINDS OF BEARS,hard
SLEIGH,BUNK,MURPHY,CANOPY,KINDS OF BEDS,hard
RIVER,FLOWER,NAIL,OYSTER,KINDS OF BEDS,very_hard
PLATINUM,STRAWBERRY,HONEY,DIRTY,KINDS OF BLOND,hard
NAVY,TIFFANY,BABY,SKY,KINDS OF BLUE,hard
ANKLE,GO-GO,COWBOY,THIGH-HIGH,KINDS OF BOOTS,hard
FRIENDSHIP,CHARM,ID,TENNIS,KINDS OF BRACELETS,hard
DEMI,PUSH-UP,SPORTS,WIRELESS,KINDS OF BRAS,hard
CRYPTO,TECH,PHARMA,FINANCE,KINDS OF BROS,hard
MARBLE,CRUMB,POUND,BIRTHDAY,KINDS OF CAKE,hard
TELEPHOTO,MACRO,ZOOM,FISHEYE,KINDS OF CAMERA LENSES,hard
BASEBALL,SET,MAGIC,TAROT,KINDS OF CARDS,very_hard
BUST,STATUE,RELIEF,TORSO,KINDS OF CARVINGS,easy
BUBBLE,PIE,BAR,LINE,KINDS OF CHARTS,hard
JACK,BLUE,SWISS,GOAT,KINDS OF CHEESES,easy
CAMEL,DUFFLE,TRENCH,PEA,KINDS OF COATS,medium
BEAUTY,STARING,TALENT,POPULARITY,KINDS OF CONTESTS,hard
SUGAR,FORTUNE,OATMEAL,RAINBOW,KINDS OF COOKIES,very_hard
PEANUT,OLIVE,CORN,PALM,KINDS OF COOKING OIL,hard
UMBILICAL,SPINAL,BUNGEE,EXTENSION,KINDS OF CORDS,hard
RITZ,GOLDFISH,RITZ,ANIMAL,KINDS OF CRACKERS,hard
ANIMAL,CLUB,GOLDFISH,OYSTER,KINDS OF CRACKERS,hard
MODERN,TAP,SWING,SALSA,KINDS OF DANCE,hard
DISK,CARD,DRIVE,CLOUD,KINDS OF DIGITAL STORAGE,hard
HOOP,CHANDELIER,STUD,DROP,KINDS OF EARRINGS,very_hard
BAR,PHYSICAL,FINAL,ORAL,KINDS OF EXAMS,medium
FAN,HISTORICAL,SCIENCE,PULP,KINDS OF FICTION,hard
IRON,WOOD,DRIVER,WEDGE,KINDS OF GOLF CLUBS,medium
THANK YOU,CONGRATULATIONS,GET WELL,BIRTHDAY,KINDS OF GREETING CARDS,medium
SNAPBACK,PILLBOX,BERET,DERBY,KINDS OF HATS,medium
KITTEN,STILETTO,CUBAN,WEDGE,KINDS OF HEELS,hard
PERCUSSION,STRING,BRASS,WIND,KINDS OF INSTRUMENTS,easy
FLARE,MOM,SKINNY,BOYFRIEND,KINDS OF JEANS,easy
CHARM,RING,CHAIN,BANGLE,KINDS OF JEWELRY,easy
PRACTICAL,DAD,INSIDE,KNOCK-KNOCK,KINDS OF JOKES,medium
BUTTER,BUTCHER,BUTTERFLY,BOWIE,KINDS OF KNIVES,very_hard
SIGN,PROGRAMMING,BODY,SPOKEN,KINDS OF LANGUAGE,hard
LEAF,BUTTER,ICEBERG,ROMAINE,KINDS OF LETTUCE,medium
LINER,BALM,GLOSS,STAIN,KINDS OF LIP MAKEUP,medium
LAUNDRY,SHORT,TO-DO,BUCKET,KINDS OF LISTS,very_hard
CARRY-ON,HARD-SHELL,ROLLER,DUFFEL,KINDS OF LUGGAGE,hard
SEWING,ENIGMA,VENDING,PINBALL,KINDS OF MACHINES,medium
VENISON,BEEF,PORK,POULTRY,KINDS OF MEAT,hard
OYSTER,TRUMPET,MOREL,BUTTON,KINDS OF MUSHROOMS,hard
FLAT,NATURAL,WHOLE,QUARTER,KINDS OF NOTES,hard
WHOLE,PERFECT,ODD,PRIME,KINDS OF NUMBERS,medium
CARGO,STIRRUP,HAMMER,CAPRI,KINDS OF PANTS,hard
CAPRI,JOGGER,JEAN,SLACK,"KINDS OF PANTS MINUS ""S""",medium
CONSTRUCTION,TISSUE,GRAPH,WAX,KINDS OF PAPER,hard
DINNER,COCKTAIL,SURPRISE,BIRTHDAY,KINDS OF PARTIES,medium
MACARONI,EMPEROR,KING,CHINSTRAP,KINDS OF PENGUINS,hard
ELECTRONIC,PLAYER,GRAND,UPRIGHT,KINDS OF PIANOS,easy
DILL,KOSHER,SWEET,SOUR,KINDS OF PICKLES,medium
VEGGIE,PLAIN,HAWAIIAN,SUPREME,KINDS OF PIZZA,medium
VINE,SHRUB,HERB,TREE,KINDS OF PLANTS,easy
SNOWBALL,WATER BALLOON,PILLOW,FOOD,KINDS OF PLAY FIGHTS,medium
OMAHA,STUD,STRIP,DRAW,KINDS OF POKER,hard
BLOOPER,DEMO,HIGHLIGHT,SIZZLE,KINDS OF REELS,hard
SLATE,LIMESTONE,MARBLE,FLINT,KINDS OF ROCKS,medium
GREEK,CHEF,GARDEN,WEDGE,KINDS OF SALAD,hard
GREEN,WEDGE,GREEK,CAESAR,KINDS OF SALADS,medium
OXFORD,POLO,FLANNEL,TEE,KINDS OF SHIRTS,easy
PUMP,SLIDE,MULE,FLAT,KINDS OF SHOES,medium
BOXER,BIKE,CARGO,BERMUDA,KINDS OF SHORTS,medium
POODLE,PENCIL,MINI,WRAP,KINDS OF SKIRTS,hard
RATTLE,CORAL,KING,GARTER,KINDS OF SNAKES,hard
ADDER,MOCCASIN,BOA,MAMBA,KINDS OF SNAKES,medium
DRESS,CREW,COMPRESSION,ANKLE,KINDS OF SOCKS,medium
TOILET,TISSUE,CREPE,ROLLING,KINDS OF SOFT/LIGHTWEIGHT PAPER,very_hard
FOLK,SIREN,LOVE,SWAN,KINDS OF SONGS,hard
CHATEAUBRIAND,PORTERHOUSE,FLATIRON,TOMAHAWK,KINDS OF STEAKS,medium
GAFFER,ELECTRICAL,DUCT,PACKING,KINDS OF TAPE,hard
CLAY,CARPET,HARD,GRASS,KINDS OF TENNIS COURTS,very_hard
ROMA,CHERRY,GRAPE,PLUM,KINDS OF TOMATOES,medium
MONSTER,GARBAGE,DUMP,PICKUP,KINDS OF TRUCKS,hard
HIPSTER,BRIEF,BOXER,THONG,KINDS OF UNDERWEAR,easy
BIKINI,G-STRING,THONG,HIPSTER,KINDS OF UNDERWEAR,medium
STILL,SPRING,MINERAL,TAP,KINDS OF WATER,medium
RIGHT,BLUE,GRAY,FIN,KINDS OF WHALES,hard
CRESCENT,SOCKET,MONKEY,ALLEN,KINDS OF WRENCHES,very_hard
CAKE,KONG,TUT,COBRA,KING ___,very_hard
X,SMOOCH,SMACK,PECK,KISS,very_hard
LADLE,GRATER,PEELER,WHISK,KITCHEN UTENSILS,easy
TRIFLE,TRINKET,THINGAMAJIG,TCHOTCHKE,KNICKKNACK,medium
COPY,REPLICA,BOOTLEG,FAKE,KNOCKOFF,easy
DING-DONG,YAHOO,DODO,YO-YO,KNUCKLEHEAD,easy
PRAISE,GLORY,CREDIT,PROPS,KUDOS,easy
DROPPER,BEAKER,GOGGLES,MICROSCOPE,LAB EQUIPMENT,easy
SHY,LOW,SHORT,LIGHT,LACKING,medium
BIRD,GAGA,MACBETH,LUCK,LADY ___,very_hard
CANYON,MOUNTAIN,VALLEY,PLATEAU,LAND FORMATIONS,medium
ATOLL,BAR,ISLAND,KEY,LAND SURROUNDED BY WATER,medium
BLUFF,BASIN,CAPE,PLAIN,LANDFORMS,hard
CAPE,GORGE,RIDGE,CRATER,LANDFORMS,medium
WALL STREET,BROOKLYN BRIDGE,CITY HALL,BOWLING GREEN,LANDMARKS IN DOWNTOWN NYC,hard
FANTASY,DREAM,NEVER NEVER,LA-LA,LANDS OF THE IMAGINATION,medium
CHECK,TIE,FINISH,BASK,LANGUAGE HOMOPHONES,very_hard
SPEED,RESOLUTION,STORAGE,RAM,LAPTOP SPECS,hard
TON,MASS,SLEW,SEA,LARGE AMOUNT,easy
BUNDLE,PILE,FORTUNE,MINT,LARGE AMOUNT OF MONEY,easy
VESSEL,CRAFT,SHIP,BARGE,LARGE BOAT,easy
FLOCK,CROWD,HOST,SEA,LARGE GROUP,medium
LUXOR,EXCALIBUR,ENCORE,ARIA,LAS VEGAS CASINO HOTELS,hard
STREET,RAINBOW,KANGAROO,NEIGHBORHOOD,LAST WORDS IN LONG-RUNNING CHILDREN’S SHOW TITLES,very_hard
FROM,SEA,TO,SHINING,LAST WORDS IN “AMERICA THE BEAUTIFUL”,very_hard
BUTTERFLY,SEVILLE,FLUTE,BESS,LAST WORDS OF FAMOUS OPERA TITLES,hard
SUPPER,LAUGH,RESORT,STRAW,LAST ___,very_hard
MAMBA,MERINGUE,TANGY,SIMBA,LATIN DANCES WITH A VOWEL CHANGED,very_hard
PRO,AB,SUB,SINE,LATIN PREPOSITIONS,very_hard
VOX,QUID,ERGO,CAVEAT,LATIN WORDS,hard
LOL,ROFL,HAHA,DEAD,"LAUGHTER, IN A TEXT",easy
GUSH,FLATTER,PRAISE,FAWN,LAY IT ON THICK,easy
FERRY,MERCURY,NICKS,PLANT,LEAD SINGERS OF ’70S ROCK BANDS,very_hard
MODERATE,ANCHOR,HOST,PRESENT,"LEAD, AS A TV PROGRAM",medium
KING,GORE,CARTER,TUTU,LEADERS WHO RECEIVED THE NOBEL PEACE PRIZE,hard
MAROON,DESERT,STRAND,DITCH,LEAVE HIGH AND DRY,medium
DIP,BOUNCE,JET,SPLIT,LEAVE QUICKLY,medium
BLUE,LIBERAL,PROGRESSIVE,LEFT,"LEFT-LEANING, POLITICALLY",easy
ANKLE,KNEE,THIGH,SHIN,LEG PARTS,easy
SUITS,GOLIATH,DAMAGES,MATLOCK,LEGAL DRAMAS,hard
TRIAL,INQUIRY,HEARING,PROCEEDING,LEGAL SESSION,hard
LAWSUIT,ACTION,CLAIM,COMPLAINT,LEGAL TERMS,medium
GABLE,DEAN,GARLAND,TEMPLE,LEGENDS OF CLASSIC HOLLYWOOD,hard
LEADER,SPEAKER,CHAIR,WHIP,LEGISLATIVE ROLES,hard
SHORT,JEAN,TIGHT,PANT,"LEGWEAR, IN THE SINGULAR",very_hard
LOOSE,LAX,SLACK,EASY,LENIENT,easy
QUE,ELLE,ARE,QUEUE,LETTER HOMOPHONES,hard
QUEUE,SEA,WHY,🫖,LETTER HOMOPHONES,very_hard
🐑,ARE,🐝,👁️,LETTER HOMOPHONES,very_hard
SINCERELY,LOVE,BEST,CHEERS,LETTER SIGN-OFFS,easy
GEE,BEE,JAY,EX,LETTER SPELLINGS,hard
TISSUE,ATOM,CELL,ORGAN,LEVELS OF BIOLOGICAL ORGANIZATION,hard
RELATIONS,FLING,THING,AFFAIR,LIAISON,easy
