Word,Category,Difficulty
POUND,SYMBOLS ABOVE NUMBERS ON A KEYBOARD,2
TORCH,PASS THE ___,3
BUCK,PASS THE ___,3
COIN,BRING INTO BEING,0
QUALITY,EXCELLENT,1
CREATE,BRING INTO BEING,0
STERLING,EXCELLENT,1
PERCENT,SYMBOLS ABOVE NUMBERS ON A KEYBOARD,2
INVENT,BRING INTO BEING,0
POPPY,FAMILIAL NICKNAMES,2
CLOCK,SMARTPHONE FEATURES BEGINNING WITH “C”,0
ROSE,WORDS PRONOUNCED DIFFERENTLY WITH ACCENT MARKS,3
CONE,PARTS OF THE EYE,1
IRIS,PARTS OF THE EYE,1
EXPOSE,WORDS PRONOUNCED DIFFERENTLY WITH ACCENT MARKS,3
CAMERA,SMARTPHONE FEATURES BEGINNING WITH “C”,0
MUM,FAMILIAL NICKNAMES,2
CALCULATOR,SMARTPHONE FEATURES BEGINNING WITH “C”,0
GRAMMY,FAMILIAL NICKNAMES,2
LENS,PARTS OF THE EYE,1
RESUME,WORDS PRONOUNCED DIFFERENTLY WITH ACCENT MARKS,3
PATE,WORDS PRONOUNCED DIFFERENTLY WITH ACCENT MARKS,3
PUPIL,PARTS OF THE EYE,1
CALENDAR,SMARTPHONE FEATURES BEGINNING WITH “C”,0
DADA,FAMILIAL NICKNAMES,2
HANDSOME,WORDS BEGINNING WITH BODY PARTS,3
HIPPO,WORDS BEGINNING WITH BODY PARTS,3
IN,OF-THE-MOMENT,0
CHARGE,"IMPOSE, AS A PENALTY",2
FINE,"IMPOSE, AS A PENALTY",2
ICON,PICTOGRAPH,1
POPULAR,OF-THE-MOMENT,0
LEGEND,WORDS BEGINNING WITH BODY PARTS,3
HOT,OF-THE-MOMENT,0
CHARACTER,PICTOGRAPH,1
LIPID,WORDS BEGINNING WITH BODY PARTS,3
LEVY,"IMPOSE, AS A PENALTY",2
SYMBOL,PICTOGRAPH,1
BIG,OF-THE-MOMENT,0
ASSESS,"IMPOSE, AS A PENALTY",2
GLYPH,PICTOGRAPH,1
DUST,___ BUNNY,3
SOCK,HARD HIT,1
IRON,ORIGINAL MONOPOLY TOKENS,2
GLOVE,BASEBALL EQUIPMENT,0
STRIKE,HARD HIT,1
BOOT,ORIGINAL MONOPOLY TOKENS,2
HONEY,___ BUNNY,3
BAT,BASEBALL EQUIPMENT,0
BAD,___ BUNNY,3
BASE,BASEBALL EQUIPMENT,0
BLOW,HARD HIT,1
BUGS,___ BUNNY,3
THIMBLE,ORIGINAL MONOPOLY TOKENS,2
BALL,BASEBALL EQUIPMENT,0
TOP HAT,ORIGINAL MONOPOLY TOKENS,2
LICK,HARD HIT,1
HEART,SOUGHT AFTER IN “THE WIZARD OF OZ”,2
MIND,LOOK AFTER,1
WRIST,SILENT “W”,3
WATCH,LOOK AFTER,1
SMART,HURT,0
COURAGE,SOUGHT AFTER IN “THE WIZARD OF OZ”,2
WRONG,SILENT “W”,3
ANSWER,SILENT “W”,3
GUARD,LOOK AFTER,1
BRAIN,SOUGHT AFTER IN “THE WIZARD OF OZ”,2
STING,HURT,0
HOME,SOUGHT AFTER IN “THE WIZARD OF OZ”,2
BURN,HURT,0
TEND,LOOK AFTER,1
TWO,SILENT “W”,3
ACHE,HURT,0
VERTEX,HIGHEST POINT,0
CELL,“CAN I GET YOUR ___?” (PHONE INFO REQUEST),1
BABY,MODIFIERS MEANING “SMALL”,2
BAG,INSIDE A SCRABBLE BOX,3
TOY,MODIFIERS MEANING “SMALL”,2
TILES,INSIDE A SCRABBLE BOX,3
PEAK,HIGHEST POINT,0
POCKET,MODIFIERS MEANING “SMALL”,2
NUMBER,“CAN I GET YOUR ___?” (PHONE INFO REQUEST),1
BOARD,INSIDE A SCRABBLE BOX,3
MINI,MODIFIERS MEANING “SMALL”,2
RACKS,INSIDE A SCRABBLE BOX,3
CREST,HIGHEST POINT,0
CONTACT,“CAN I GET YOUR ___?” (PHONE INFO REQUEST),1
SUMMIT,HIGHEST POINT,0
DIGITS,“CAN I GET YOUR ___?” (PHONE INFO REQUEST),1
LOVE,TENNIS SCORING TERMS,2
THING,ROMANTIC TWOSOME,1
DRAGON,WORDS WITH “FRUIT”,3
PROMOTE,DO SOME MARKETING FOR,0
JACK,WORDS WITH “FRUIT”,3
AD,TENNIS SCORING TERMS,2
PASSION,WORDS WITH “FRUIT”,3
PAIR,ROMANTIC TWOSOME,1
PUSH,DO SOME MARKETING FOR,0
ITEM,ROMANTIC TWOSOME,1
DEUCE,TENNIS SCORING TERMS,2
PITCH,DO SOME MARKETING FOR,0
COUPLE,ROMANTIC TWOSOME,1
BREAD,WORDS WITH “FRUIT”,3
PLUG,DO SOME MARKETING FOR,0
ALL,TENNIS SCORING TERMS,2
BANANA,CRESCENT-SHAPED THINGS,2
HAMMER,HIT HARD,0
REGISTER,NEWSPAPER NAMES,1
SICKLE,CRESCENT-SHAPED THINGS,2
FLOWER,POWER-UPS IN SUPER MARIO WORLD,3
SUN,NEWSPAPER NAMES,1
FEATHER,POWER-UPS IN SUPER MARIO WORLD,3
MOON,CRESCENT-SHAPED THINGS,2
POUND,HIT HARD,0
HERALD,NEWSPAPER NAMES,1
STAR,POWER-UPS IN SUPER MARIO WORLD,3
BANG,HIT HARD,0
CROISSANT,CRESCENT-SHAPED THINGS,2
SLAM,HIT HARD,0
MUSHROOM,POWER-UPS IN SUPER MARIO WORLD,3
CHRONICLE,NEWSPAPER NAMES,1
CHOIR,RHYMES,2
FLORIST,BOOKED FOR A WEDDING,1
GLEE,MERRIMENT,0
TAR,___ PIT,3
ORCHESTRA,___ PIT,3
FIRE,RHYMES,2
BAND,BOOKED FOR A WEDDING,1
SNAKE,___ PIT,3
CATERER,BOOKED FOR A WEDDING,1
BARBECUE,___ PIT,3
FESTIVITY,MERRIMENT,0
FRYER,RHYMES,2
CHEER,MERRIMENT,0
LIAR,RHYMES,2
OFFICIANT,BOOKED FOR A WEDDING,1
MIRTH,MERRIMENT,0
PUG,WRINKLY THINGS,3
LOVER,ENTHUSIAST,2
BUILT,MUSCULAR,1
BRAIN,WRINKLY THINGS,3
BUFF,ENTHUSIAST,2
CUT,MAKE SHORTER,0
NUT,ENTHUSIAST,2
RIPPED,MUSCULAR,1
PARE,MAKE SHORTER,0
PRUNE,WRINKLY THINGS,3
JACKED,MUSCULAR,1
WALNUT,WRINKLY THINGS,3
SWOLE,MUSCULAR,1
TRIM,MAKE SHORTER,0
FAN,ENTHUSIAST,2
CLIP,MAKE SHORTER,0
DRIFT,___WOOD,3
LEAVE,TIME OFF,0
BUCKLE,FEATURES OF A BELT,1
BREAK,TIME OFF,0
LOOP,FEATURES OF A BELT,1
HOLE,FEATURES OF A BELT,1
HOLIDAY,TIME OFF,0
HOLI,HOMOPHONES,2
STRAP,FEATURES OF A BELT,1
HOLY,HOMOPHONES,2
SANDAL,___WOOD,3
HOLEY,HOMOPHONES,2
HOLLY,___WOOD,3
WHOLLY,HOMOPHONES,2
DOG,___WOOD,3
RECESS,TIME OFF,0
PEN,FARM FIXTURES,1
INK,COLORS MINUS THEIR FIRST LETTERS,3
SPOT,CLASSIC DOG NAMES,2
AGENCY,COMMERCIAL ORGANIZATION,0
STABLE,FARM FIXTURES,1
FIRM,COMMERCIAL ORGANIZATION,0
COMPANY,COMMERCIAL ORGANIZATION,0
COOP,FARM FIXTURES,1
OLD,COLORS MINUS THEIR FIRST LETTERS,3
STY,FARM FIXTURES,1
REX,CLASSIC DOG NAMES,2
LACK,COLORS MINUS THEIR FIRST LETTERS,3
RANGE,COLORS MINUS THEIR FIRST LETTERS,3
ROVER,CLASSIC DOG NAMES,2
ENTERPRISE,COMMERCIAL ORGANIZATION,0
FLUFFY,CLASSIC DOG NAMES,2
COFFEE,DRINKS WITH CAFFEINE,0
MATE,DRINKS WITH CAFFEINE,0
SET,COMEDIAN’S PERFORMANCE,2
UP,MARTINI SPECIFICATIONS,3
DRY,MARTINI SPECIFICATIONS,3
VANILLA,UNEXCITING,1
ACT,COMEDIAN’S PERFORMANCE,2
BORING,UNEXCITING,1
ROUTINE,COMEDIAN’S PERFORMANCE,2
TWIST,MARTINI SPECIFICATIONS,3
COCOA,DRINKS WITH CAFFEINE,0
MUNDANE,UNEXCITING,1
DULL,UNEXCITING,1
TEA,DRINKS WITH CAFFEINE,0
BIT,COMEDIAN’S PERFORMANCE,2
DIRTY,MARTINI SPECIFICATIONS,3
BISHOP,ECCLESIASTICAL TITLES,1
BROTHER,"""GIVE ME A BREAK!""",0
QUEEN,ROCK & ROLL HALL OF FAME INDUCTEES,2
DELI,CITY HOMOPHONES,3
HEART,ROCK & ROLL HALL OF FAME INDUCTEES,2
NIECE,CITY HOMOPHONES,3
SOUL,CITY HOMOPHONES,3
PRINCE,ROCK & ROLL HALL OF FAME INDUCTEES,2
CARDINAL,ECCLESIASTICAL TITLES,1
LORD,"""GIVE ME A BREAK!""",0
MADONNA,ROCK & ROLL HALL OF FAME INDUCTEES,2
PRIOR,ECCLESIASTICAL TITLES,1
PASTOR,ECCLESIASTICAL TITLES,1
ROAM,CITY HOMOPHONES,3
SHEESH,"""GIVE ME A BREAK!""",0
PLEASE,"""GIVE ME A BREAK!""",0
HONEY,KINDS OF BLOND,2
WIND,EUPHEMISMS FOR FLATULENCE,1
PLATINUM,KINDS OF BLOND,2
LOUD,"OSTENTATIOUS, AS AN OUTFIT",0
HUG,WHAT “O” MIGHT MEAN,3
BRIGHT,"OSTENTATIOUS, AS AN OUTFIT",0
OXYGEN,WHAT “O” MIGHT MEAN,3
STRAWBERRY,KINDS OF BLOND,2
GARISH,"OSTENTATIOUS, AS AN OUTFIT",0
GAS,EUPHEMISMS FOR FLATULENCE,1
OF,WHAT “O” MIGHT MEAN,3
ZERO,WHAT “O” MIGHT MEAN,3
TOOT,EUPHEMISMS FOR FLATULENCE,1
DIRTY,KINDS OF BLOND,2
FLASHY,"OSTENTATIOUS, AS AN OUTFIT",0
STINKER,EUPHEMISMS FOR FLATULENCE,1
SPONGE,SEA CREATURES,0
BOB,BOXING MANEUVERS,2
SQUARE,BASIC TWO-DIMENSIONAL SHAPES,1
PANTS,FANCY ___,3
HOOK,BOXING MANEUVERS,2
FREE,FANCY ___,3
THAT,FANCY ___,3
CIRCLE,BASIC TWO-DIMENSIONAL SHAPES,1
RAY,SEA CREATURES,0
DIAMOND,BASIC TWO-DIMENSIONAL SHAPES,1
CROSS,BOXING MANEUVERS,2
CRAB,SEA CREATURES,0
TRIANGLE,BASIC TWO-DIMENSIONAL SHAPES,1
SQUID,SEA CREATURES,0
WEAVE,BOXING MANEUVERS,2
FEAST,FANCY ___,3
HEART,CLASSIC TATTOOS,3
BOW,ARCHERY EQUIPMENT,0
CLOCK,WALLOP,2
BRIDGE,CARD GAMES,1
DECK,WALLOP,2
SPIT,CARD GAMES,1
ANCHOR,CLASSIC TATTOOS,3
TARGET,ARCHERY EQUIPMENT,0
DRAGON,CLASSIC TATTOOS,3
ARROW,ARCHERY EQUIPMENT,0
BELT,WALLOP,2
GIN,CARD GAMES,1
WAR,CARD GAMES,1
SLUG,WALLOP,2
ROSE,CLASSIC TATTOOS,3
QUIVER,ARCHERY EQUIPMENT,0
ETHER,NUMBER ANAGRAMS,3
NET,NUMBER ANAGRAMS,3
CARD,THINGS YOU CAN DRAW,2
RUN,BROADCAST,1
PICTURE,THINGS YOU CAN DRAW,2
SKIP,MUSIC PLAYER BUTTONS,0
AIR,BROADCAST,1
EON,NUMBER ANAGRAMS,3
STOP,MUSIC PLAYER BUTTONS,0
BATH,THINGS YOU CAN DRAW,2
CURTAIN,THINGS YOU CAN DRAW,2
SHUFFLE,MUSIC PLAYER BUTTONS,0
SCREEN,BROADCAST,1
TOW,NUMBER ANAGRAMS,3
REWIND,MUSIC PLAYER BUTTONS,0
SHOW,BROADCAST,1
PACK,CRAM INTO A TIGHT SPACE,1
RAT,STOOL PIGEON,0
DRAGON,___FLY,3
MOUNTAIN,YOGA POSES,2
CAT,YOGA POSES,2
BUTTER,___FLY,3
HORSE,___FLY,3
JAM,CRAM INTO A TIGHT SPACE,1
CANARY,STOOL PIGEON,0
COW,YOGA POSES,2
STUFF,CRAM INTO A TIGHT SPACE,1
TRIANGLE,YOGA POSES,2
SQUEEZE,CRAM INTO A TIGHT SPACE,1
SNITCH,STOOL PIGEON,0
FIRE,___FLY,3
FINK,STOOL PIGEON,0
PLUTO,PREFIXES WITH -CRACY,3
DORY,BOATS,1
PURR,MONOTONOUS SOUNDS,0
AUTO,PREFIXES WITH -CRACY,3
NEMO,CAPTAINS,2
DEMO,PREFIXES WITH -CRACY,3
BUZZ,MONOTONOUS SOUNDS,0
BARGE,BOATS,1
BUREAU,PREFIXES WITH -CRACY,3
AMERICA,CAPTAINS,2
SCOW,BOATS,1
HOOK,CAPTAINS,2
DRONE,MONOTONOUS SOUNDS,0
SLOOP,BOATS,1
MORGAN,CAPTAINS,2
HUM,MONOTONOUS SOUNDS,0
MIME,COSTUMES WITH STRIPED SHIRTS,1
APOLLO,MOVIES MINUS NUMBERS,3
PARROT,SEEN IN “ALADDIN”,2
FREEZE,BAD THINGS FOR A VIDEO CALL TO DO,0
MONKEY,SEEN IN “ALADDIN”,2
FANTASTIC,MOVIES MINUS NUMBERS,3
ECHO,BAD THINGS FOR A VIDEO CALL TO DO,0
PRINCESS,SEEN IN “ALADDIN”,2
SAILOR,COSTUMES WITH STRIPED SHIRTS,1
GENIE,SEEN IN “ALADDIN”,2
REFEREE,COSTUMES WITH STRIPED SHIRTS,1
SAMURAI,MOVIES MINUS NUMBERS,3
DROP,BAD THINGS FOR A VIDEO CALL TO DO,0
CANDLES,MOVIES MINUS NUMBERS,3
LAG,BAD THINGS FOR A VIDEO CALL TO DO,0
PRISONER,COSTUMES WITH STRIPED SHIRTS,1
PRODUCE,GROCERY STORE AISLES,2
ORANGE,SPHERICAL FOODS,1
EGG,"ENCOURAGE, WITH ""ON""",0
FIGURE,GO ___,3
STEADY,GO ___,3
MEATBALL,SPHERICAL FOODS,1
DAIRY,GROCERY STORE AISLES,2
FISH,GO ___,3
MOZZARELLA,SPHERICAL FOODS,1
GOAD,"ENCOURAGE, WITH ""ON""",0
BANANAS,GO ___,3
SNACK,GROCERY STORE AISLES,2
SPUR,"ENCOURAGE, WITH ""ON""",0
FROZEN,GROCERY STORE AISLES,2
JAWBREAKER,SPHERICAL FOODS,1
URGE,"ENCOURAGE, WITH ""ON""",0
PLUM,SAUCES IN CHINESE CUISINE,2
KISS,TOUCH LIGHTLY,0
WHOLE,KINDS OF NUMBERS,1
CLAW,BEAR ___,3
SKIM,TOUCH LIGHTLY,0
PERFECT,KINDS OF NUMBERS,1
HUG,BEAR ___,3
SOY,SAUCES IN CHINESE CUISINE,2
OYSTER,SAUCES IN CHINESE CUISINE,2
FRUIT,BEAR ___,3
ODD,KINDS OF NUMBERS,1
BRUSH,TOUCH LIGHTLY,0
WITNESS,BEAR ___,3
XO,SAUCES IN CHINESE CUISINE,2
GRAZE,TOUCH LIGHTLY,0
PRIME,KINDS OF NUMBERS,1
LIGHT,OVEN BUTTONS,2
DESERT,WHERE YOU MIGHT FIND SAND,1
BAKE,OVEN BUTTONS,2
WATCH,FOLLOW ATTENTIVELY,0
OASIS,BRITPOP BANDS,3
HOURGLASS,WHERE YOU MIGHT FIND SAND,1
MONITOR,FOLLOW ATTENTIVELY,0
BLUR,BRITPOP BANDS,3
BEACH,WHERE YOU MIGHT FIND SAND,1
TIMER,OVEN BUTTONS,2
PULP,BRITPOP BANDS,3
TRACK,FOLLOW ATTENTIVELY,0
BROIL,OVEN BUTTONS,2
SURVEY,FOLLOW ATTENTIVELY,0
PLAYGROUND,WHERE YOU MIGHT FIND SAND,1
SUEDE,BRITPOP BANDS,3
PILLOW,THINGS MADE WITH FEATHERS,1
RUBY,PROGRAMMING LANGUAGES,2
COBRA,THINGS THAT CAN STRIKE,3
CROC,COMFY SHOES,0
LIGHTNING,THINGS THAT CAN STRIKE,3
SHUTTLECOCK,THINGS MADE WITH FEATHERS,1
MOCCASIN,COMFY SHOES,0
BOA,THINGS MADE WITH FEATHERS,1
PYTHON,PROGRAMMING LANGUAGES,2
HEADDRESS,THINGS MADE WITH FEATHERS,1
BASIC,PROGRAMMING LANGUAGES,2
SLIPPER,COMFY SHOES,0
LOAFER,COMFY SHOES,0
INSPIRATION,THINGS THAT CAN STRIKE,3
JAVA,PROGRAMMING LANGUAGES,2
UNION,THINGS THAT CAN STRIKE,3
FAMILY,___ CIRCUS,3
SHIP,NOUN SUFFIXES,2
LOCK,BIT OF HAIR,0
NESS,NOUN SUFFIXES,2
ION,NOUN SUFFIXES,2
PRESS,MEDIA ATTENTION,1
FLEA,___ CIRCUS,3
CURL,BIT OF HAIR,0
FLYING,___ CIRCUS,3
MEDIA,___ CIRCUS,3
TRESS,BIT OF HAIR,0
EXPOSURE,MEDIA ATTENTION,1
COVERAGE,MEDIA ATTENTION,1
DOM,NOUN SUFFIXES,2
PUBLICITY,MEDIA ATTENTION,1
RINGLET,BIT OF HAIR,0
STALK,PURSUE,1
STOCK,INGREDIENTS IN MINESTRONE,2
HUNT,PURSUE,1
SNACK,EAT A LITTLE,0
BEANS,INGREDIENTS IN MINESTRONE,2
POD,___CAST,3
PECK,EAT A LITTLE,0
TYPE,___CAST,3
NIBBLE,EAT A LITTLE,0
TRACK,PURSUE,1
BROAD,___CAST,3
PASTA,INGREDIENTS IN MINESTRONE,2
FORE,___CAST,3
GRAZE,EAT A LITTLE,0
VEGETABLES,INGREDIENTS IN MINESTRONE,2
TRAIL,PURSUE,1
HINGE,PARTS OF A DOOR,3
SPOIL,MESS UP,1
DRILL,WORKSHOP TOOLS,2
MATCH,USED IN BUILDING A FIRE,0
LOCK,PARTS OF A DOOR,3
TINDER,USED IN BUILDING A FIRE,0
HANDLE,PARTS OF A DOOR,3
BUMBLE,MESS UP,1
GRINDER,WORKSHOP TOOLS,2
FRAME,PARTS OF A DOOR,3
SAW,WORKSHOP TOOLS,2
LOG,USED IN BUILDING A FIRE,0
FLUFF,MESS UP,1
KINDLING,USED IN BUILDING A FIRE,0
BLOW,MESS UP,1
ROUTER,WORKSHOP TOOLS,2
LEAK,VEGETABLE HOMOPHONES,3
WIND,MUSICAL SECTIONS,1
DRAG,PARTY POOPER,0
DROP,BIT OF LIQUID,2
STRING,MUSICAL SECTIONS,1
DRIP,PARTY POOPER,0
BEAT,VEGETABLE HOMOPHONES,3
TEAR,BIT OF LIQUID,2
BORE,PARTY POOPER,0
RHYTHM,MUSICAL SECTIONS,1
BEAD,BIT OF LIQUID,2
BRASS,MUSICAL SECTIONS,1
CHARRED,VEGETABLE HOMOPHONES,3
GLOB,BIT OF LIQUID,2
PEE,VEGETABLE HOMOPHONES,3
DUD,PARTY POOPER,0
SUPER,THEY HAVE KEYS,2
COMPUTER,THEY HAVE KEYS,2
BUGS,PESTERS,0
COMPANY,TONY WINNERS FOR BEST MUSICAL,1
HOUNDS,PESTERS,0
CATS,TONY WINNERS FOR BEST MUSICAL,1
FISH,SCHOOL OF ___,3
BADGERS,PESTERS,0
HARD KNOCKS,SCHOOL OF ___,3
PIANO,THEY HAVE KEYS,2
CABARET,TONY WINNERS FOR BEST MUSICAL,1
ROCK,SCHOOL OF ___,3
ANNIE,TONY WINNERS FOR BEST MUSICAL,1
THOUGHT,SCHOOL OF ___,3
TESTS,THEY HAVE KEYS,2
NAGS,PESTERS,0
CLUE,COLORS WITH THEIR FIRST LETTERS CHANGED,3
ROOT,ORIGIN,2
WHINE,DOG SOUNDS,0
WING,DEPARTMENT,1
CRADLE,ORIGIN,2
BRANCH,DEPARTMENT,1
FROWN,COLORS WITH THEIR FIRST LETTERS CHANGED,3
BARK,DOG SOUNDS,0
PREEN,COLORS WITH THEIR FIRST LETTERS CHANGED,3
GROWL,DOG SOUNDS,0
ARM,DEPARTMENT,1
FONT,ORIGIN,2
HOWL,DOG SOUNDS,0
MELLOW,COLORS WITH THEIR FIRST LETTERS CHANGED,3
SOURCE,ORIGIN,2
CHAPTER,DEPARTMENT,1
FOREST,SHADES OF GREEN,1
PARADE,PROCESSION,0
EROTIC,WHAT “BLUE” MIGHT MEAN,2
SKELETON,THINGS WITH SPINES,3
TRAIN,PROCESSION,0
HEDGEHOG,THINGS WITH SPINES,3
OLIVE,SHADES OF GREEN,1
BOOK,THINGS WITH SPINES,3
MINT,SHADES OF GREEN,1
DEMOCRATIC,WHAT “BLUE” MIGHT MEAN,2
CACTUS,THINGS WITH SPINES,3
FLEET,PROCESSION,0
NOBLE,WHAT “BLUE” MIGHT MEAN,2
CARAVAN,PROCESSION,0
SAD,WHAT “BLUE” MIGHT MEAN,2
LIME,SHADES OF GREEN,1
CORE,PARTS OF FRUIT YOU MIGHT NOT EAT,2
FEATHER,WEIGHTS IN BOXING,3
WIND,WIN + LETTER,1
MILL,MANUFACTURING LOCATIONS,0
MIDDLE,WEIGHTS IN BOXING,3
WING,WIN + LETTER,1
SEED,PARTS OF FRUIT YOU MIGHT NOT EAT,2
LIGHT,WEIGHTS IN BOXING,3
WINE,WIN + LETTER,1
STEM,PARTS OF FRUIT YOU MIGHT NOT EAT,2
PLANT,MANUFACTURING LOCATIONS,0
SHOP,MANUFACTURING LOCATIONS,0
RIND,PARTS OF FRUIT YOU MIGHT NOT EAT,2
FACTORY,MANUFACTURING LOCATIONS,0
HEAVY,WEIGHTS IN BOXING,3
WINK,WIN + LETTER,1
PLASTIC,FLEXIBLE,1
FOIL,FENCING EQUIPMENT,2
CELLOPHANE,WORDS BEGINNING WITH INSTRUMENTS,3
LUMBER,WALK HEAVILY,0
ORGANISM,WORDS BEGINNING WITH INSTRUMENTS,3
HARPOON,WORDS BEGINNING WITH INSTRUMENTS,3
TRUDGE,WALK HEAVILY,0
LIMBER,FLEXIBLE,1
STOMP,WALK HEAVILY,0
ELASTIC,FLEXIBLE,1
GLOVE,FENCING EQUIPMENT,2
BASSINET,WORDS BEGINNING WITH INSTRUMENTS,3
MASK,FENCING EQUIPMENT,2
PLOD,WALK HEAVILY,0
JACKET,FENCING EQUIPMENT,2
SUPPLE,FLEXIBLE,1
ROMANTIC,"ART MOVEMENTS, WITH -ISM",3
TYPE,ILK,2
BRAVE,"STAND UP TO, AS A CHALLENGE",1
FACE,"STAND UP TO, AS A CHALLENGE",1
KIND,ILK,2
EXPRESSION,"ART MOVEMENTS, WITH -ISM",3
SOUR,BASIC TASTES,0
SURREAL,"ART MOVEMENTS, WITH -ISM",3
BITTER,BASIC TASTES,0
SWEET,BASIC TASTES,0
VARIETY,ILK,2
MEET,"STAND UP TO, AS A CHALLENGE",1
SORT,ILK,2
CONFRONT,"STAND UP TO, AS A CHALLENGE",1
SALTY,BASIC TASTES,0
MANNER,"ART MOVEMENTS, WITH -ISM",3
ANIMAL,KINDS OF CRACKERS,2
SPLIT,GYMNASTICS POSITIONS,1
NEON,'80S FASHION TRENDS,0
SALMON,___ LADDER,3
ROPE,___ LADDER,3
MULLET,'80S FASHION TRENDS,0
TUCK,GYMNASTICS POSITIONS,1
WORD,___ LADDER,3
PIKE,GYMNASTICS POSITIONS,1
GOLDFISH,KINDS OF CRACKERS,2
CORPORATE,___ LADDER,3
HEADBAND,'80S FASHION TRENDS,0
SPANDEX,'80S FASHION TRENDS,0
RITZ,KINDS OF CRACKERS,2
OYSTER,KINDS OF CRACKERS,2
STRADDLE,GYMNASTICS POSITIONS,1
BLUE,"CHEESES, FAMILIARLY",0
POLE,TRACK AND FIELD EQUIPMENT,1
CUBAN,KINDS OF HEELS,2
SPACE,DOUBLE ___,3
AMERICAN,"CHEESES, FAMILIARLY",0
KITTEN,KINDS OF HEELS,2
DUTCH,DOUBLE ___,3
WEDGE,KINDS OF HEELS,2
JEOPARDY,DOUBLE ___,3
HURDLE,TRACK AND FIELD EQUIPMENT,1
SWISS,"CHEESES, FAMILIARLY",0
DATE,DOUBLE ___,3
JACK,"CHEESES, FAMILIARLY",0
HAMMER,TRACK AND FIELD EQUIPMENT,1
STILETTO,KINDS OF HEELS,2
JAVELIN,TRACK AND FIELD EQUIPMENT,1
LEAP,PROPEL INTO THE AIR,0
DAY,PERIOD,2
SAFE,PLACE TO STORE VALUABLES,1
TANG,ANIMALS BACKWARD,3
FLOW,ANIMALS BACKWARD,3
VAULT,PLACE TO STORE VALUABLES,1
AGE,PERIOD,2
JUMP,PROPEL INTO THE AIR,0
SPRING,PROPEL INTO THE AIR,0
TIME,PERIOD,2
DRIB,ANIMALS BACKWARD,3
CHEST,PLACE TO STORE VALUABLES,1
ERA,PERIOD,2
COFFER,PLACE TO STORE VALUABLES,1
HOP,PROPEL INTO THE AIR,0
REED,ANIMALS BACKWARD,3
BUTTER,GARLIC BREAD INGREDIENTS,0
FRUIT,___ BAT,3
FANTASY,DISNEYLAND LANDS,2
BASEBALL,___ BAT,3
TOMORROW,DISNEYLAND LANDS,2
GARLIC,GARLIC BREAD INGREDIENTS,0
CRICKET,___ BAT,3
VAMPIRE,___ BAT,3
STAKE,WAGER,1
FRONTIER,DISNEYLAND LANDS,2
BET,WAGER,1
BREAD,GARLIC BREAD INGREDIENTS,0
PARSLEY,GARLIC BREAD INGREDIENTS,0
RISK,WAGER,1
ADVENTURE,DISNEYLAND LANDS,2
GAMBLE,WAGER,1
OKAY,WHAT “K” MIGHT MEAN,3
COUCH,EXPRESS INDIRECTLY,2
FOOT,UNITS IN POETRY,1
MOLE,INTELLIGENCE OPERATIVE,0
INTIMATE,EXPRESS INDIRECTLY,2
SLEEPER,INTELLIGENCE OPERATIVE,0
KELVIN,WHAT “K” MIGHT MEAN,3
VERSE,UNITS IN POETRY,1
SUGGEST,EXPRESS INDIRECTLY,2
THOUSAND,WHAT “K” MIGHT MEAN,3
LINE,UNITS IN POETRY,1
ASSET,INTELLIGENCE OPERATIVE,0
METER,UNITS IN POETRY,1
AGENT,INTELLIGENCE OPERATIVE,0
POTASSIUM,WHAT “K” MIGHT MEAN,3
IMPLY,EXPRESS INDIRECTLY,2
WAVE,WAYS TO GET ATTENTION,2
DANCE,BELLY ___,3
SEA,LARGE AMOUNT,0
CAVE,FALL IN UNDER PRESSURE,1
TON,LARGE AMOUNT,0
BUCKLE,FALL IN UNDER PRESSURE,1
FLOP,BELLY ___,3
SNAP,WAYS TO GET ATTENTION,2
BUTTON,BELLY ___,3
WHISTLE,WAYS TO GET ATTENTION,2
MASS,LARGE AMOUNT,0
SHOUT,WAYS TO GET ATTENTION,2
GIVE,FALL IN UNDER PRESSURE,1
LAUGH,BELLY ___,3
COLLAPSE,FALL IN UNDER PRESSURE,1
SLEW,LARGE AMOUNT,0
FELLOW,COLLEAGUE,1
SPY,WHAT A MOLE CAN BE,3
PEEP,SEEN DURING EASTER,2
BIRTHMARK,WHAT A MOLE CAN BE,3
STUDY,ROOMS IN THE GAME CLUE,0
ANIMAL,WHAT A MOLE CAN BE,3
PEER,COLLEAGUE,1
UNIT,WHAT A MOLE CAN BE,3
BUNNY,SEEN DURING EASTER,2
HALL,ROOMS IN THE GAME CLUE,0
ASSOCIATE,COLLEAGUE,1
EGG,SEEN DURING EASTER,2
LOUNGE,ROOMS IN THE GAME CLUE,0
JELLY BEAN,SEEN DURING EASTER,2
LIBRARY,ROOMS IN THE GAME CLUE,0
PARTNER,COLLEAGUE,1
SWIFT,POP MEGASTARS,0
VEHICLE,METHOD,1
LARGE,LIVING ___,3
LEGEND,LIVING ___,3
SMALL,"UNLIKELY, AS CHANCES",2
MEANS,METHOD,1
MEDIUM,METHOD,1
MARS,POP MEGASTARS,0
OUTSIDE,"UNLIKELY, AS CHANCES",2
ROOM,LIVING ___,3
GRANDE,POP MEGASTARS,0
SLIM,"UNLIKELY, AS CHANCES",2
PROOF,LIVING ___,3
